Customer_ID,Date,Usage_kWh,Peak_Demand_kWh,Total_Charge,Energy_Type
CUST000993,2025-02-01,561.39,180.9,220.95,"78% renewable, 21% non-renewable"
CUST000993,2025-03-04,477.52,148.31,189.51,"76% renewable, 23% non-renewable"
CUST000993,2025-04-01,360.06,120.85,145.4,"72% renewable, 27% non-renewable"
CUST000993,2025-05-02,231.02,67.74,93.48,"26% renewable, 73% non-renewable"
CUST000993,2025-06-01,286.87,81.34,117.6,"65% renewable, 34% non-renewable"
CUST000993,2025-07-02,225.29,56.66,90.49,"15% renewable, 84% non-renewable"
CUST000993,2025-08-01,362.59,100.15,148.37,"86% renewable, 13% non-renewable"
CUST000993,2025-09-01,390.73,109.53,155.06,"62% renewable, 37% non-renewable"
CUST000993,2025-10-02,362.47,106.94,137.19,"10% renewable, 89% non-renewable"
CUST000993,2025-11-01,422.92,144.39,168.13,"69% renewable, 30% non-renewable"
CUST000993,2025-12-02,420.68,144.87,157.55,"11% renewable, 88% non-renewable"
CUST000993,2026-01-01,520.51,169.62,193.16,"17% renewable, 82% non-renewable"
CUST000994,2024-01-06,420.52,118.78,163.79,"49% renewable, 50% non-renewable"
CUST000994,2024-02-01,603.71,174.91,224.54,"28% renewable, 71% non-renewable"
CUST000994,2024-03-03,488.13,131.96,194.46,"81% renewable, 18% non-renewable"
CUST000994,2024-04-01,421.88,140.62,167.9,"70% renewable, 29% non-renewable"
CUST000994,2024-05-02,387.58,117.31,157.88,"87% renewable, 12% non-renewable"
CUST000994,2024-06-01,234.78,64.06,93.68,"14% renewable, 85% non-renewable"
CUST000994,2024-07-02,309.41,99.36,120.36,"21% renewable, 78% non-renewable"
CUST000994,2024-08-01,224.02,67.71,93.26,"51% renewable, 48% non-renewable"
CUST000994,2024-09-01,352.76,112.83,135.85,"24% renewable, 75% non-renewable"
CUST000994,2024-10-02,355.53,121.25,136.72,"23% renewable, 76% non-renewable"
CUST000994,2024-11-01,432.31,119.0,163.21,"21% renewable, 78% non-renewable"
CUST000994,2024-12-02,535.56,173.04,198.07,"16% renewable, 83% non-renewable"
CUST000994,2025-01-01,304.58,90.79,121.91,"48% renewable, 51% non-renewable"
CUST000994,2025-02-01,468.41,134.01,176.74,"26% renewable, 73% non-renewable"
CUST000994,2025-03-04,170.33,47.64,72.19,"26% renewable, 73% non-renewable"
CUST000994,2025-04-01,379.03,126.35,144.68,"21% renewable, 78% non-renewable"
CUST000994,2025-05-02,287.03,94.34,115.45,"46% renewable, 53% non-renewable"
CUST000994,2025-06-01,219.62,66.18,89.37,"25% renewable, 74% non-renewable"
CUST000994,2025-07-02,333.74,100.26,129.35,"25% renewable, 74% non-renewable"
CUST000994,2025-08-01,224.17,74.0,90.24,"16% renewable, 83% non-renewable"
CUST000994,2025-09-01,272.72,87.37,106.43,"11% renewable, 88% non-renewable"
CUST000994,2025-10-02,320.46,109.73,123.9,"19% renewable, 80% non-renewable"
CUST000994,2025-11-01,795.42,250.89,289.8,"21% renewable, 78% non-renewable"
CUST000994,2025-12-02,470.08,150.92,175.48,"16% renewable, 83% non-renewable"
CUST000994,2026-01-01,698.57,180.58,257.63,"27% renewable, 72% non-renewable"
CUST000995,2024-09-28,424.69,139.22,159.22,"13% renewable, 86% non-renewable"
CUST000995,2024-10-02,621.7,185.06,229.91,"24% renewable, 75% non-renewable"
CUST000995,2024-11-01,363.39,108.11,139.61,"24% renewable, 75% non-renewable"
CUST000995,2024-12-02,459.83,145.86,172.23,"18% renewable, 81% non-renewable"
CUST000995,2025-01-01,404.51,111.01,153.06,"18% renewable, 81% non-renewable"
CUST000995,2025-02-01,650.0,170.66,240.97,"28% renewable, 71% non-renewable"
CUST000995,2025-03-04,307.99,83.99,118.54,"10% renewable, 89% non-renewable"
CUST000995,2025-04-01,349.21,100.39,132.82,"11% renewable, 88% non-renewable"
CUST000995,2025-05-02,334.58,91.85,130.21,"29% renewable, 70% non-renewable"
CUST000995,2025-06-01,482.6,139.67,187.08,"54% renewable, 45% non-renewable"
CUST000995,2025-07-02,364.54,100.65,139.7,"22% renewable, 77% non-renewable"
CUST000995,2025-08-01,370.76,99.81,142.26,"24% renewable, 75% non-renewable"
CUST000995,2025-09-01,310.1,82.19,120.34,"19% renewable, 80% non-renewable"
CUST000995,2025-10-02,284.89,94.6,111.69,"20% renewable, 79% non-renewable"
CUST000995,2025-11-01,421.88,115.76,159.33,"20% renewable, 79% non-renewable"
CUST000995,2025-12-02,598.4,151.89,232.11,"67% renewable, 32% non-renewable"
CUST000995,2026-01-01,586.52,189.01,216.51,"19% renewable, 80% non-renewable"
CUST000996,2024-03-20,416.98,133.12,163.55,"55% renewable, 44% non-renewable"
CUST000996,2024-04-01,291.76,92.3,115.06,"28% renewable, 71% non-renewable"
CUST000996,2024-05-02,387.59,97.27,148.61,"27% renewable, 72% non-renewable"
CUST000996,2024-06-01,239.53,68.68,95.23,"13% renewable, 86% non-renewable"
CUST000996,2024-07-02,203.7,64.03,88.76,"85% renewable, 14% non-renewable"
CUST000996,2024-08-01,321.07,82.5,123.87,"17% renewable, 82% non-renewable"
CUST000996,2024-09-01,343.13,115.12,131.46,"16% renewable, 83% non-renewable"
CUST000996,2024-10-02,314.52,95.87,121.9,"19% renewable, 80% non-renewable"
CUST000996,2024-11-01,590.52,169.83,227.26,"59% renewable, 40% non-renewable"
CUST000996,2024-12-02,588.83,153.43,218.04,"22% renewable, 77% non-renewable"
CUST000996,2025-01-01,492.09,160.28,184.61,"24% renewable, 75% non-renewable"
CUST000996,2025-02-01,415.06,131.86,158.52,"29% renewable, 70% non-renewable"
CUST000996,2025-03-04,391.77,100.6,149.13,"21% renewable, 78% non-renewable"
CUST000996,2025-04-01,420.2,117.0,157.82,"14% renewable, 85% non-renewable"
CUST000996,2025-05-02,407.92,113.11,162.55,"69% renewable, 30% non-renewable"
CUST000996,2025-06-01,422.1,106.28,158.51,"14% renewable, 85% non-renewable"
CUST000996,2025-07-02,439.3,112.94,175.55,"77% renewable, 22% non-renewable"
CUST000996,2025-08-01,212.17,63.57,89.12,"52% renewable, 47% non-renewable"
CUST000996,2025-09-01,269.46,68.52,105.29,"10% renewable, 89% non-renewable"
CUST000996,2025-10-02,434.91,149.73,171.79,"65% renewable, 34% non-renewable"
CUST000996,2025-11-01,545.39,162.66,203.62,"26% renewable, 73% non-renewable"
CUST000996,2025-12-02,484.42,147.23,181.52,"22% renewable, 77% non-renewable"
CUST000996,2026-01-01,789.23,198.64,286.61,"18% renewable, 81% non-renewable"
CUST000997,2024-01-06,721.98,201.47,269.74,"40% renewable, 59% non-renewable"
CUST000997,2024-02-01,639.47,203.93,233.73,"14% renewable, 85% non-renewable"
CUST000997,2024-03-03,356.78,96.25,137.54,"26% renewable, 73% non-renewable"
CUST000997,2024-04-01,497.88,135.12,194.47,"63% renewable, 36% non-renewable"
CUST000997,2024-05-02,286.05,94.58,113.04,"28% renewable, 71% non-renewable"
CUST000997,2024-06-01,316.41,85.0,123.05,"23% renewable, 76% non-renewable"
CUST000997,2024-07-02,427.02,147.62,162.72,"29% renewable, 70% non-renewable"
CUST000997,2024-08-01,311.78,104.71,121.47,"23% renewable, 76% non-renewable"
CUST000997,2024-09-01,444.14,142.83,166.24,"15% renewable, 84% non-renewable"
CUST000997,2024-10-02,230.51,59.67,93.55,"29% renewable, 70% non-renewable"
CUST000997,2024-11-01,292.97,91.96,122.23,"86% renewable, 13% non-renewable"
CUST000997,2024-12-02,412.66,133.34,161.07,"50% renewable, 49% non-renewable"
CUST000997,2025-01-01,597.37,194.9,231.31,"65% renewable, 34% non-renewable"
CUST000997,2025-02-01,524.24,146.8,193.23,"11% renewable, 88% non-renewable"
CUST000997,2025-03-04,540.3,138.18,202.37,"28% renewable, 71% non-renewable"
CUST000997,2025-04-01,399.07,110.01,151.55,"21% renewable, 78% non-renewable"
CUST000997,2025-05-02,305.86,76.81,119.94,"28% renewable, 71% non-renewable"
CUST000997,2025-06-01,277.88,81.18,109.66,"24% renewable, 75% non-renewable"
CUST000997,2025-07-02,473.84,164.59,188.77,"80% renewable, 19% non-renewable"
CUST000997,2025-08-01,339.61,94.96,137.1,"67% renewable, 32% non-renewable"
CUST000997,2025-09-01,397.03,118.39,158.42,"68% renewable, 31% non-renewable"
CUST000997,2025-10-02,352.84,120.73,135.13,"18% renewable, 81% non-renewable"
CUST000997,2025-11-01,485.4,167.58,182.81,"27% renewable, 72% non-renewable"
CUST000997,2025-12-02,643.84,204.93,245.87,"56% renewable, 43% non-renewable"
CUST000997,2026-01-01,570.42,197.4,212.95,"28% renewable, 71% non-renewable"
CUST000998,2024-01-06,704.2,188.22,258.96,"24% renewable, 75% non-renewable"
CUST000998,2024-02-01,367.39,121.21,141.53,"28% renewable, 71% non-renewable"
CUST000998,2024-03-03,325.77,87.7,125.5,"17% renewable, 82% non-renewable"
CUST000998,2024-04-01,396.61,104.94,150.8,"21% renewable, 78% non-renewable"
CUST000998,2024-05-02,326.09,112.82,126.83,"26% renewable, 73% non-renewable"
CUST000998,2024-06-01,282.63,83.7,110.74,"18% renewable, 81% non-renewable"
CUST000998,2024-07-02,225.36,67.03,94.36,"58% renewable, 41% non-renewable"
CUST000998,2024-08-01,276.48,96.57,109.56,"27% renewable, 72% non-renewable"
CUST000998,2024-09-01,319.82,81.36,124.38,"24% renewable, 75% non-renewable"
CUST000998,2024-10-02,449.2,137.13,170.55,"29% renewable, 70% non-renewable"
CUST000998,2024-11-01,422.88,127.73,160.85,"27% renewable, 72% non-renewable"
CUST000998,2024-12-02,399.36,123.28,150.44,"13% renewable, 86% non-renewable"
CUST000998,2025-01-01,602.79,164.05,229.21,"48% renewable, 51% non-renewable"
CUST000998,2025-02-01,561.58,150.93,212.51,"40% renewable, 59% non-renewable"
CUST000998,2025-03-04,496.57,150.06,183.98,"13% renewable, 86% non-renewable"
CUST000998,2025-04-01,252.99,88.04,101.52,"29% renewable, 70% non-renewable"
CUST000998,2025-05-02,535.22,159.2,199.71,"24% renewable, 75% non-renewable"
CUST000998,2025-06-01,241.42,71.29,101.98,"76% renewable, 23% non-renewable"
CUST000998,2025-07-02,311.02,95.27,126.18,"63% renewable, 36% non-renewable"
CUST000998,2025-08-01,396.37,123.79,148.93,"10% renewable, 89% non-renewable"
CUST000998,2025-09-01,241.46,72.66,101.28,"69% renewable, 30% non-renewable"
CUST000998,2025-10-02,360.19,125.16,147.01,"83% renewable, 16% non-renewable"
CUST000998,2025-11-01,450.72,136.74,169.57,"21% renewable, 78% non-renewable"
CUST000998,2025-12-02,684.22,208.85,259.62,"52% renewable, 47% non-renewable"
CUST000998,2026-01-01,660.92,222.12,240.85,"13% renewable, 86% non-renewable"
CUST000999,2024-01-06,412.11,116.34,160.04,"45% renewable, 54% non-renewable"
CUST000999,2024-02-01,586.39,194.34,215.65,"16% renewable, 83% non-renewable"
CUST000999,2024-03-03,363.9,123.62,139.47,"22% renewable, 77% non-renewable"
CUST000999,2024-04-01,464.54,135.46,172.79,"12% renewable, 87% non-renewable"
CUST000999,2024-05-02,177.58,50.51,74.92,"28% renewable, 71% non-renewable"
CUST000999,2024-06-01,381.22,108.16,154.56,"81% renewable, 18% non-renewable"
CUST000999,2024-07-02,360.41,94.68,136.52,"10% renewable, 89% non-renewable"
CUST000999,2024-08-01,282.58,87.45,111.08,"22% renewable, 77% non-renewable"
CUST000999,2024-09-01,418.07,130.45,166.57,"71% renewable, 28% non-renewable"
CUST000999,2024-10-02,308.31,84.23,120.98,"29% renewable, 70% non-renewable"
CUST000999,2024-11-01,348.74,116.51,138.07,"50% renewable, 49% non-renewable"
CUST000999,2024-12-02,427.05,144.16,160.69,"17% renewable, 82% non-renewable"
CUST000999,2025-01-01,460.15,116.97,174.33,"29% renewable, 70% non-renewable"
CUST000999,2025-02-01,431.89,131.75,163.04,"21% renewable, 78% non-renewable"
CUST000999,2025-03-04,484.31,150.92,179.43,"11% renewable, 88% non-renewable"
CUST000999,2025-04-01,576.39,199.48,213.42,"21% renewable, 78% non-renewable"
CUST000999,2025-05-02,495.6,131.07,184.72,"18% renewable, 81% non-renewable"
CUST000999,2025-06-01,313.31,91.83,127.32,"66% renewable, 33% non-renewable"
CUST000999,2025-07-02,316.65,99.86,125.28,"40% renewable, 59% non-renewable"
CUST000999,2025-08-01,284.32,94.26,112.43,"28% renewable, 71% non-renewable"
CUST000999,2025-09-01,390.14,105.78,147.11,"12% renewable, 87% non-renewable"
CUST000999,2025-10-02,322.22,108.55,124.79,"21% renewable, 78% non-renewable"
CUST000999,2025-11-01,649.98,163.76,240.86,"28% renewable, 71% non-renewable"
CUST000999,2025-12-02,698.34,211.34,252.73,"10% renewable, 89% non-renewable"
CUST000999,2026-01-01,557.68,156.83,206.17,"18% renewable, 81% non-renewable"
CUST001000,2024-01-06,736.79,252.3,267.98,"16% renewable, 83% non-renewable"
CUST001000,2024-02-01,704.43,238.44,257.51,"19% renewable, 80% non-renewable"
CUST001000,2024-03-03,370.2,96.46,142.04,"24% renewable, 75% non-renewable"
CUST001000,2024-04-01,345.19,100.47,132.37,"18% renewable, 81% non-renewable"
CUST001000,2024-05-02,336.78,112.88,131.01,"29% renewable, 70% non-renewable"
CUST001000,2024-06-01,291.67,99.25,113.21,"13% renewable, 86% non-renewable"
CUST001000,2024-07-02,323.33,94.0,126.17,"28% renewable, 71% non-renewable"
CUST001000,2024-08-01,273.77,70.87,107.9,"21% renewable, 78% non-renewable"
CUST001000,2024-09-01,361.52,114.89,138.37,"20% renewable, 79% non-renewable"
CUST001000,2024-10-02,419.05,109.4,158.5,"21% renewable, 78% non-renewable"
CUST001000,2024-11-01,195.41,68.11,81.17,"28% renewable, 71% non-renewable"
CUST001000,2024-12-02,393.33,111.1,150.47,"26% renewable, 73% non-renewable"
CUST001000,2025-01-01,616.18,166.22,227.38,"21% renewable, 78% non-renewable"
CUST001000,2025-02-01,432.8,133.7,162.87,"18% renewable, 81% non-renewable"
CUST001000,2025-03-04,350.55,97.5,133.48,"12% renewable, 87% non-renewable"
CUST001000,2025-04-01,464.44,145.78,174.71,"23% renewable, 76% non-renewable"
CUST001000,2025-05-02,504.55,139.24,187.73,"18% renewable, 81% non-renewable"
CUST001000,2025-06-01,376.24,110.36,143.45,"20% renewable, 79% non-renewable"
CUST001000,2025-07-02,228.93,72.96,92.15,"19% renewable, 80% non-renewable"
CUST001000,2025-08-01,354.16,123.76,142.01,"64% renewable, 35% non-renewable"
CUST001000,2025-09-01,515.85,132.65,193.75,"28% renewable, 71% non-renewable"
CUST001000,2025-10-02,587.31,150.22,216.83,"19% renewable, 80% non-renewable"
CUST001000,2025-11-01,467.84,120.2,174.87,"17% renewable, 82% non-renewable"
CUST001000,2025-12-02,737.72,224.65,269.73,"21% renewable, 78% non-renewable"
CUST001000,2026-01-01,622.94,187.06,229.76,"21% renewable, 78% non-renewable"
CUST001002,2024-01-06,344.62,100.61,140.53,"78% renewable, 21% non-renewable"
CUST001002,2024-02-01,569.71,149.21,212.61,"28% renewable, 71% non-renewable"
CUST001002,2024-03-03,368.94,127.96,149.05,"75% renewable, 24% non-renewable"
CUST001002,2024-04-01,367.82,128.7,140.46,"19% renewable, 80% non-renewable"
CUST001002,2024-05-02,418.51,110.5,156.8,"11% renewable, 88% non-renewable"
CUST001002,2024-06-01,375.38,123.66,152.74,"84% renewable, 15% non-renewable"
CUST001002,2024-07-02,311.09,99.73,120.44,"17% renewable, 82% non-renewable"
CUST001002,2024-08-01,280.97,74.35,111.22,"28% renewable, 71% non-renewable"
CUST001002,2024-09-01,597.13,197.48,219.01,"14% renewable, 85% non-renewable"
CUST001002,2024-10-02,441.95,144.94,164.98,"12% renewable, 87% non-renewable"
CUST001002,2024-11-01,808.3,215.1,296.97,"29% renewable, 70% non-renewable"
CUST001002,2024-12-02,645.61,215.34,236.9,"18% renewable, 81% non-renewable"
CUST001002,2025-01-01,601.26,153.86,220.96,"16% renewable, 83% non-renewable"
CUST001002,2025-02-01,447.16,126.19,168.12,"20% renewable, 79% non-renewable"
CUST001002,2025-03-04,385.79,129.23,151.59,"51% renewable, 48% non-renewable"
CUST001002,2025-04-01,463.07,128.05,174.3,"23% renewable, 76% non-renewable"
CUST001002,2025-05-02,235.56,70.61,93.68,"11% renewable, 88% non-renewable"
CUST001002,2025-06-01,225.92,66.47,96.37,"78% renewable, 21% non-renewable"
CUST001002,2025-07-02,407.62,115.41,154.29,"19% renewable, 80% non-renewable"
CUST001002,2025-08-01,407.47,140.75,153.86,"17% renewable, 82% non-renewable"
CUST001002,2025-09-01,409.67,104.22,153.92,"13% renewable, 86% non-renewable"
CUST001002,2025-10-02,285.89,75.72,114.77,"44% renewable, 55% non-renewable"
CUST001002,2025-11-01,424.53,109.59,159.15,"13% renewable, 86% non-renewable"
CUST001002,2025-12-02,533.41,160.88,210.25,"76% renewable, 23% non-renewable"
CUST001002,2026-01-01,696.21,199.37,255.51,"22% renewable, 77% non-renewable"
CUST001003,2024-01-06,557.4,193.94,205.41,"15% renewable, 84% non-renewable"
CUST001003,2024-02-01,473.99,119.41,176.94,"17% renewable, 82% non-renewable"
CUST001003,2024-03-03,468.62,132.27,176.99,"27% renewable, 72% non-renewable"
CUST001003,2024-04-01,268.37,72.09,104.86,"10% renewable, 89% non-renewable"
CUST001003,2024-05-02,221.8,73.63,90.13,"24% renewable, 75% non-renewable"
CUST001003,2024-06-01,285.8,86.3,111.69,"17% renewable, 82% non-renewable"
CUST001003,2024-07-02,223.82,77.89,95.84,"80% renewable, 19% non-renewable"
CUST001003,2024-08-01,284.39,84.03,118.35,"80% renewable, 19% non-renewable"
CUST001003,2024-09-01,277.77,85.2,115.6,"77% renewable, 22% non-renewable"
CUST001003,2024-10-02,504.86,133.14,189.77,"27% renewable, 72% non-renewable"
CUST001003,2024-11-01,565.29,171.29,218.19,"59% renewable, 40% non-renewable"
CUST001003,2024-12-02,473.35,139.59,177.25,"20% renewable, 79% non-renewable"
CUST001003,2025-01-01,980.31,326.94,351.83,"15% renewable, 84% non-renewable"
CUST001003,2025-02-01,444.04,154.29,175.48,"67% renewable, 32% non-renewable"
CUST001003,2025-03-04,305.71,89.43,118.24,"14% renewable, 85% non-renewable"
CUST001003,2025-04-01,440.02,117.4,164.08,"11% renewable, 88% non-renewable"
CUST001003,2025-05-02,415.19,109.45,162.84,"55% renewable, 44% non-renewable"
CUST001003,2025-06-01,441.17,119.57,165.02,"14% renewable, 85% non-renewable"
CUST001003,2025-07-02,309.79,103.44,120.18,"18% renewable, 81% non-renewable"
CUST001003,2025-08-01,420.21,139.04,162.56,"42% renewable, 57% non-renewable"
CUST001003,2025-09-01,370.89,104.64,148.71,"68% renewable, 31% non-renewable"
CUST001003,2025-10-02,421.59,120.34,169.49,"80% renewable, 19% non-renewable"
CUST001003,2025-11-01,539.98,139.64,207.85,"54% renewable, 45% non-renewable"
CUST001003,2025-12-02,670.41,184.65,244.95,"16% renewable, 83% non-renewable"
CUST001003,2026-01-01,485.31,163.96,181.06,"18% renewable, 81% non-renewable"
CUST001004,2024-08-07,346.47,113.6,132.73,"17% renewable, 82% non-renewable"
CUST001004,2024-09-01,411.66,119.67,166.44,"84% renewable, 15% non-renewable"
CUST001004,2024-10-02,455.57,149.65,169.31,"10% renewable, 89% non-renewable"
CUST001004,2024-11-01,523.09,151.57,194.24,"18% renewable, 81% non-renewable"
CUST001004,2024-12-02,421.32,113.8,158.9,"18% renewable, 81% non-renewable"
CUST001004,2025-01-01,665.08,182.78,243.71,"19% renewable, 80% non-renewable"
CUST001004,2025-02-01,486.4,133.29,180.82,"15% renewable, 84% non-renewable"
CUST001004,2025-03-04,251.68,72.99,105.98,"78% renewable, 21% non-renewable"
CUST001004,2025-04-01,543.21,166.97,199.57,"10% renewable, 89% non-renewable"
CUST001004,2025-05-02,244.65,67.67,98.03,"24% renewable, 75% non-renewable"
CUST001004,2025-06-01,200.84,64.7,82.87,"25% renewable, 74% non-renewable"
CUST001004,2025-07-02,347.73,100.61,142.61,"85% renewable, 14% non-renewable"
CUST001004,2025-08-01,342.18,118.78,134.83,"43% renewable, 56% non-renewable"
CUST001004,2025-09-01,407.46,139.91,153.17,"13% renewable, 86% non-renewable"
CUST001004,2025-10-02,329.78,104.78,127.07,"18% renewable, 81% non-renewable"
CUST001004,2025-11-01,579.51,153.63,220.86,"48% renewable, 51% non-renewable"
CUST001004,2025-12-02,450.62,116.06,169.14,"19% renewable, 80% non-renewable"
CUST001004,2026-01-01,752.08,204.42,276.03,"26% renewable, 73% non-renewable"
CUST001005,2024-01-06,617.21,197.44,225.78,"13% renewable, 86% non-renewable"
CUST001005,2024-02-01,558.11,142.67,213.35,"49% renewable, 50% non-renewable"
CUST001005,2024-03-03,404.45,103.17,154.51,"27% renewable, 72% non-renewable"
CUST001005,2024-04-01,457.46,130.66,172.07,"22% renewable, 77% non-renewable"
CUST001005,2024-05-02,310.35,105.02,120.14,"17% renewable, 82% non-renewable"
CUST001005,2024-06-01,271.06,70.08,106.33,"15% renewable, 84% non-renewable"
CUST001005,2024-07-02,333.42,110.13,127.41,"11% renewable, 88% non-renewable"
CUST001005,2024-08-01,193.21,66.72,79.99,"23% renewable, 76% non-renewable"
CUST001005,2024-09-01,464.12,123.24,186.17,"85% renewable, 14% non-renewable"
CUST001005,2024-10-02,299.21,80.69,117.13,"24% renewable, 75% non-renewable"
CUST001005,2024-11-01,530.13,165.3,198.89,"28% renewable, 71% non-renewable"
CUST001005,2024-12-02,646.74,218.59,235.24,"11% renewable, 88% non-renewable"
CUST001005,2025-01-01,534.76,170.27,197.95,"16% renewable, 83% non-renewable"
CUST001005,2025-02-01,468.94,149.17,179.65,"41% renewable, 58% non-renewable"
CUST001005,2025-03-04,333.22,115.97,132.92,"53% renewable, 46% non-renewable"
CUST001005,2025-04-01,571.63,174.69,219.85,"56% renewable, 43% non-renewable"
CUST001005,2025-05-02,343.97,95.86,133.49,"29% renewable, 70% non-renewable"
CUST001005,2025-06-01,395.22,117.65,150.95,"25% renewable, 74% non-renewable"
CUST001005,2025-07-02,275.8,74.03,113.47,"65% renewable, 34% non-renewable"
CUST001005,2025-08-01,249.4,65.05,99.98,"26% renewable, 73% non-renewable"
CUST001005,2025-09-01,330.71,98.54,135.17,"77% renewable, 22% non-renewable"
CUST001005,2025-10-02,358.42,123.62,138.01,"25% renewable, 74% non-renewable"
CUST001005,2025-11-01,599.3,209.44,222.21,"24% renewable, 75% non-renewable"
CUST001005,2025-12-02,341.68,86.34,130.68,"14% renewable, 85% non-renewable"
CUST001005,2026-01-01,572.53,143.8,211.75,"20% renewable, 79% non-renewable"
CUST001006,2024-01-06,513.88,131.03,192.67,"26% renewable, 73% non-renewable"
CUST001006,2024-02-01,432.11,144.04,162.9,"20% renewable, 79% non-renewable"
CUST001006,2024-03-03,440.65,119.81,164.69,"13% renewable, 86% non-renewable"
CUST001006,2024-04-01,511.6,136.11,190.66,"20% renewable, 79% non-renewable"
CUST001006,2024-05-02,623.32,170.23,231.51,"28% renewable, 71% non-renewable"
CUST001006,2024-06-01,306.45,90.48,122.91,"50% renewable, 49% non-renewable"
CUST001006,2024-07-02,326.96,98.83,125.05,"10% renewable, 89% non-renewable"
CUST001006,2024-08-01,175.44,48.71,73.25,"15% renewable, 84% non-renewable"
CUST001006,2024-09-01,210.58,70.67,84.95,"10% renewable, 89% non-renewable"
CUST001006,2024-10-02,410.89,138.45,166.6,"87% renewable, 12% non-renewable"
CUST001006,2024-11-01,499.83,138.74,186.63,"20% renewable, 79% non-renewable"
CUST001006,2024-12-02,529.69,146.22,198.59,"28% renewable, 71% non-renewable"
CUST001006,2025-01-01,450.48,147.7,181.29,"86% renewable, 13% non-renewable"
CUST001006,2025-02-01,478.54,163.58,178.35,"16% renewable, 83% non-renewable"
CUST001006,2025-03-04,385.44,105.91,153.77,"66% renewable, 33% non-renewable"
CUST001006,2025-04-01,404.8,114.23,151.99,"11% renewable, 88% non-renewable"
CUST001006,2025-05-02,589.9,187.65,218.14,"21% renewable, 78% non-renewable"
CUST001006,2025-06-01,377.62,95.93,144.92,"26% renewable, 73% non-renewable"
CUST001006,2025-07-02,242.22,61.97,96.19,"13% renewable, 86% non-renewable"
CUST001006,2025-08-01,263.94,73.19,103.71,"13% renewable, 86% non-renewable"
CUST001006,2025-09-01,375.73,112.55,142.4,"14% renewable, 85% non-renewable"
CUST001006,2025-10-02,417.49,122.76,156.85,"14% renewable, 85% non-renewable"
CUST001006,2025-11-01,512.27,134.69,191.02,"21% renewable, 78% non-renewable"
CUST001006,2025-12-02,637.0,222.9,233.88,"18% renewable, 81% non-renewable"
CUST001006,2026-01-01,551.58,150.79,206.36,"28% renewable, 71% non-renewable"
CUST001007,2024-01-06,478.64,132.75,180.15,"25% renewable, 74% non-renewable"
CUST001007,2024-02-01,354.97,110.18,137.28,"28% renewable, 71% non-renewable"
CUST001007,2024-03-03,345.33,117.27,132.28,"17% renewable, 82% non-renewable"
CUST001007,2024-04-01,414.84,134.14,155.81,"13% renewable, 86% non-renewable"
CUST001007,2024-05-02,502.07,157.2,186.06,"14% renewable, 85% non-renewable"
CUST001007,2024-06-01,170.99,55.9,72.55,"27% renewable, 72% non-renewable"
CUST001007,2024-07-02,421.03,123.77,160.13,"26% renewable, 73% non-renewable"
CUST001007,2024-08-01,213.12,63.65,87.07,"24% renewable, 75% non-renewable"
CUST001007,2024-09-01,384.26,115.13,152.27,"59% renewable, 40% non-renewable"
CUST001007,2024-10-02,394.9,137.72,148.41,"10% renewable, 89% non-renewable"
CUST001007,2024-11-01,470.76,161.61,176.38,"20% renewable, 79% non-renewable"
CUST001007,2024-12-02,679.88,199.8,249.72,"22% renewable, 77% non-renewable"
CUST001007,2025-01-01,339.91,112.11,131.59,"25% renewable, 74% non-renewable"
CUST001007,2025-02-01,514.25,147.13,198.65,"54% renewable, 45% non-renewable"
CUST001007,2025-03-04,419.13,115.29,163.85,"52% renewable, 47% non-renewable"
CUST001007,2025-04-01,392.92,136.05,149.54,"21% renewable, 78% non-renewable"
CUST001007,2025-05-02,513.06,162.11,190.63,"17% renewable, 82% non-renewable"
CUST001007,2025-06-01,202.45,59.1,83.21,"23% renewable, 76% non-renewable"
CUST001007,2025-07-02,289.28,75.22,112.74,"16% renewable, 83% non-renewable"
CUST001007,2025-08-01,266.83,74.37,108.04,"45% renewable, 54% non-renewable"
CUST001007,2025-09-01,553.88,179.08,204.66,"17% renewable, 82% non-renewable"
CUST001007,2025-10-02,409.59,117.8,155.26,"21% renewable, 78% non-renewable"
CUST001007,2025-11-01,428.07,128.54,160.32,"13% renewable, 86% non-renewable"
CUST001007,2025-12-02,681.43,221.9,262.94,"68% renewable, 31% non-renewable"
CUST001007,2026-01-01,556.25,185.57,207.96,"28% renewable, 71% non-renewable"
CUST001008,2024-01-06,484.84,125.34,188.21,"56% renewable, 43% non-renewable"
CUST001008,2024-02-01,432.31,140.29,172.03,"72% renewable, 27% non-renewable"
CUST001008,2024-03-03,337.47,111.43,130.36,"23% renewable, 76% non-renewable"
CUST001008,2024-04-01,294.25,86.56,114.38,"15% renewable, 84% non-renewable"
CUST001008,2024-05-02,378.24,118.44,142.85,"11% renewable, 88% non-renewable"
CUST001008,2024-06-01,340.27,116.61,133.72,"40% renewable, 59% non-renewable"
CUST001008,2024-07-02,239.78,71.08,95.29,"13% renewable, 86% non-renewable"
CUST001008,2024-08-01,382.14,126.99,145.08,"17% renewable, 82% non-renewable"
CUST001008,2024-09-01,281.87,90.29,110.81,"21% renewable, 78% non-renewable"
CUST001008,2024-10-02,376.38,101.9,143.72,"21% renewable, 78% non-renewable"
CUST001008,2024-11-01,449.32,155.42,179.16,"77% renewable, 22% non-renewable"
CUST001008,2024-12-02,655.46,194.47,242.56,"27% renewable, 72% non-renewable"
